Falencia,ROA,Taxa_Lucro_Operacional,Valor_Liquido_Por_Acao,Fluxo_Caixa_Por_Acao,Taxa_Divida,Patrimonio_Liquido_Ativos,Indice_Liquidez,Giro_Ativo_Total,Capital_Giro_Ativos
1,0.370594257300249,0.998969203197885,0.147949938898487,0.311664426681757,0.207576261450555,0.792423738549445,0.0012077550852353,0.0869565217391304,0.67277529248986
1,0.464290937454297,0.998945978205482,0.182251064009102,0.318136804131004,0.171176346101521,0.828823653898479,0.0040393668269104,0.0644677661169415,0.751110917003808
1,0.426071271876371,0.998857353483229,0.177910749652353,0.30710193110278,0.207515796474892,0.792484203525108,0.0053475602224365,0.0149925037481259,0.829501914934622
1,0.399844001364988,0.998699747067122,0.154186507100417,0.321673622409281,0.151464764035432,0.848535235964567,0.0028964911470803,0.0899550224887556,0.725754179688242
1,0.465022181055916,0.998973131803565,0.167502422991024,0.319162481431704,0.106509054630105,0.893490945369894,0.0037274466086162,0.175412293853073,0.751822452472965
1,0.388680349046946,0.998758098416194,0.15557709325355,0.325387281601471,0.180427487377936,0.819572512622064,0.0008546613981262,0.095952023988006,0.686728646249993
0,0.390922829425243,0.998993121473643,0.158821794277527,0.31668670863691,0.216101823019016,0.783898176980984,0.0028690421678704,0.100449775112444,0.729416462238773
0,0.508360551845171,0.999008951443589,0.176983692216931,0.324114027021292,0.108202073948665,0.891797926051335,0.0073045476720146,0.218890554722639,0.797005213929915
0,0.48851947545459,0.998960768250395,0.184189456828621,0.318773431421094,0.058590561417299,0.941409438582701,0.0118230239542251,0.154422788605697,0.813737522948239
0,0.495685662750451,0.999000632043326,0.177447220934642,0.330161986277145,0.121292741179672,0.878707258820328,0.0075166534204547,0.347826086956522,0.825695870708439
0,0.482474528347877,0.998978446975956,0.1829252875985,0.319162481431704,0.103576503310457,0.896423496689543,0.0034492137738977,0.0764617691154423,0.75120434292108
0,0.444401111490274,0.998975327200857,0.173865408115966,0.319869845087359,0.0943858270097046,0.905614172990295,0.0051229776652646,0.0629685157421289,0.769113889446861
0,0.491151952420416,0.999044886630839,0.169398676836206,0.321213836033105,0.144662454273362,0.855337545726638,0.004029385379925,0.124437781109445,0.760000221809245
0,0.474040852142544,0.998967007800593,0.171547764527411,0.32231024969937,0.106569519605768,0.893430480394232,0.0064467670717054,0.145427286356822,0.791909626507644
0,0.506703066348169,0.999052974936651,0.180565505035607,0.323866449741812,0.0896393264201711,0.910360673579829,0.01202327673437,0.101949025487256,0.802390919116921
0,0.513820504070589,0.999096882882487,0.174328936833677,0.325564122515385,0.0990718626235753,0.900928137376425,0.0070631214230549,0.148425787106447,0.7919906610319
0,0.48890947204212,0.998996472343194,0.183852345033922,0.317924595034307,0.0612812528342957,0.938718747165704,0.004346296321712,0.0194902548725637,0.752032218453819
0,0.535952810412909,0.999118836855405,0.189541106569466,0.323159086086157,0.0787253983130272,0.921274601686973,0.0073831515670247,0.125937031484258,0.816363501604604
0,0.504070589382343,0.998988615131833,0.175129577346087,0.327191058923393,0.141336880611906,0.858663119388094,0.0041722448399038,0.229385307346327,0.766580251219532
0,0.487398235265441,0.999041651308515,0.176478024524883,0.319905213270142,0.0774858663119388,0.922514133688061,0.0082003825389557,0.118440779610195,0.809073201243094
0,0.485253254034027,0.999065454037047,0.189119716826092,0.32294687698946,0.0963509387187471,0.903649061281253,0.0228525228731096,0.0539730134932534,0.789153248025469
0,0.504558085116755,0.9990299810387,0.185453626058742,0.327084954375044,0.100734649454304,0.899265350545696,0.0129315884100428,0.173913043478261,0.847345861558187
0,0.512016769853264,0.99905863675072,0.176983692216931,0.329631463535404,0.146506636031079,0.853493363968921,0.0050506121746204,0.125937031484258,0.764144883469675
0,0.49485692000195,0.999052397200522,0.184400151700308,0.329383886255924,0.19303443480364,0.80696556519636,0.0045633927936448,0.0824587706146927,0.734030366532548
0,0.509969287768732,0.999024781413535,0.172896211706207,0.328252104406876,0.19451582670738,0.80548417329262,0.0042708116288848,0.184407796101949,0.745811316274545
0,0.444986106371569,0.998925064157597,0.161307993763432,0.320435736011884,0.14674849593373,0.85325150406627,0.0043481678430217,0.0419790104947526,0.752991982324317
0,0.519280456296007,0.999099309374231,0.179217057856812,0.325776331612082,0.092057925446685,0.907942074553315,0.0046288960394866,0.109445277361319,0.746912099549146
0,0.547408960171598,0.999111788474626,0.182630314778138,0.331895027233501,0.0360975904707198,0.96390240952928,0.012717611140293,0.148425787106447,0.839002274859763
0,0.500853117535222,0.998982375581636,0.177952888626691,0.32524580887034,0.0895788614445083,0.910421138555492,0.0078934530441541,0.103448275862069,0.819444466447688
1,0.41612635889436,0.998972554067436,0.156209177868611,0.313185258541416,0.219608791607461,0.780391208392539,0.0019339053534243,0.214392803598201,0.703730256210006
1,0.462194705796324,0.998908887545973,0.14550587838692,0.312690103982457,0.228890165371708,0.771109834628292,0.0013886688118459,0.0644677661169415,0.673325140693406
0,0.476088334227076,0.999014035521528,0.158695377354515,0.322345617882153,0.208241376182846,0.791758623817154,0.0024735273310733,0.103448275862069,0.697045111263781
0,0.505874323599668,0.99899993875997,0.177025831191269,0.32128457239867,0.116848565468452,0.883151434531548,0.0066925602037213,0.220389805097451,0.785427201109879
0,0.486374494223176,0.998943551713739,0.185875015802115,0.321036995119191,0.0623393899083955,0.937660610091604,0.0096801320545436,0.137931034482759,0.79989075144347
0,0.494369424267538,0.998995316870935,0.174033964013316,0.320930890570842,0.124104362547994,0.875895637452006,0.0070949372853209,0.389805097451274,0.826180808370658
0,0.475162092331692,0.998973362898017,0.180186254266571,0.319763740539011,0.122622970644254,0.877377029355746,0.0041298236902158,0.0719640179910045,0.753131106606647
0,0.462925949397943,0.998997396721001,0.166111836837891,0.319693004173446,0.139281071439369,0.860718928560631,0.0034616905826295,0.0644677661169415,0.752031073932679
0,0.478915809486667,0.999017386391079,0.167502422991024,0.319551531442314,0.147201983251202,0.852798016748798,0.0057655333149508,0.103448275862069,0.784658593786482
0,0.481060790718081,0.998975442748083,0.172179849142472,0.320152790549622,0.0953834991081416,0.904616500891858,0.0115135990976772,0.146926536731634,0.821157203852451
0,0.486228245502852,0.998953142133487,0.177110109139944,0.321426045129801,0.0800858602654412,0.919914139734559,0.0120837892567191,0.088455772113943,0.800966550282255
0,0.507824306537318,0.999135706750384,0.174876743500063,0.324503077031902,0.118874142153158,0.881125857846842,0.005322606604973,0.122938530734633,0.773200225769305
0,0.489153219909326,0.998970820859047,0.185074375289705,0.317853858668742,0.0690207697191402,0.93097923028086,0.003651961915789,0.0194902548725637,0.746585921782487
0,0.511188027104763,0.999077470948539,0.186970629134887,0.322239513333805,0.0866463101248602,0.91335368987514,0.0055652805348059,0.107946026986507,0.801107924987208
0,0.523034173450982,0.999027207905279,0.178964224010788,0.327120322557827,0.137981074462618,0.862018925537382,0.0032371080254576,0.230884557721139,0.751569314685571
0,0.508848047579584,0.999062103167496,0.174413214782352,0.322982245172243,0.0911509508117423,0.908849049188258,0.0068541348767977,0.12743628185907,0.795926540409327
